start_date,end_date,years,num_investments,total_invested,final_value,total_return,total_return_pct,xirr,simple_cagr,cagr,avg_purchase_price,final_price
1999-03-11,2009-03-11,10.001368925393566,121,121000,17525.952431603295,-103474.04756839671,-85.5157417920634,-50.65200481094845,-17.566998962210967,-50.65200481094845,0.012614957688043786,0.0018271830443582122
1999-06-11,2009-06-11,10.001368925393566,121,121000,41721.3396015646,-79278.6603984354,-65.51955404829371,-23.841419553508413,-10.099187492263395,-23.841419553508413,0.011538779473909324,0.003978622619987883
1999-09-11,2009-09-11,10.001368925393566,121,121000,61242.92853363234,-59757.07146636766,-49.38600947633691,-14.489025671323608,-6.5818837305295474,-14.489025671323608,0.010841014643593102,0.005487070124377141
1999-12-11,2009-12-11,10.001368925393566,121,121000,74453.63964078546,-46546.36035921454,-38.468066412574,-10.11963125799637,-4.739481085340258,-10.11963125799637,0.01039131468710753,0.00639397685213145
2000-03-11,2010-03-11,9.998631074606434,121,121000,92831.2041271684,-28168.7958728316,-23.279996589117026,-5.414693891232788,-2.6156240453371282,-5.414693891232788,0.010021306033446172,0.0076883463306749245
2000-06-11,2010-06-11,9.998631074606434,121,121000,80850.29133696367,-40149.708663036334,-33.18157740746804,-8.337752456705337,-3.9522436044439613,-8.337752456705337,0.009699101911896579,0.006480786903171403
2000-09-11,2010-09-11,9.998631074606434,120,120000,85815.14689854698,-34184.853101453016,-28.487377584544184,-6.821981417769915,-3.2978173126308907,-6.821981417769915,0.00937637363018457,0.006705290670416258
2000-12-11,2010-12-11,9.998631074606434,120,120000,138084.40667784633,18084.40667784633,15.070338898205277,2.7626117203830955,1.4138274918436666,2.7626117203830955,0.00911677576624209,0.010490704770804224
2001-03-11,2011-03-11,9.998631074606434,121,121000,154733.37922697197,33733.37922697197,27.878825807414852,4.847232399140782,2.4899606015998943,4.847232399140782,0.008960144654851777,0.011458127775270296
2001-06-11,2011-06-11,9.998631074606434,120,120000,138418.40355420695,18418.403554206947,15.34866962850579,2.8106558268201542,1.4383340409441558,2.8106558268201542,0.008799252138848896,0.010149820279420045
2001-09-11,2011-09-11,9.998631074606434,120,120000,119355.52269151554,-644.4773084844637,-0.5370644237370531,-0.10698831949067156,-0.053844051645535185,-0.10698831949067156,0.008638358528500084,0.008591964978048655
2001-12-11,2011-12-11,9.998631074606434,120,120000,140518.51694877856,20518.51694877856,17.098764123982132,3.1052581722014834,1.5912185843525828,3.1052581722014834,0.008508833693540274,0.009963739096500642
2002-03-11,2012-03-11,10.001368925393566,120,120000,207424.69607383964,87424.69607383964,72.85391339486637,10.566085227254456,5.624500561911039,10.566085227254456,0.008389323880160164,0.014501274634226893
2002-06-11,2012-06-11,10.001368925393566,121,121000,174964.94953218987,53964.94953218987,44.59913184478502,7.215815650626975,3.756276133784775,7.215815650626975,0.008369928770470849,0.012102844338127737
2002-09-11,2012-09-11,10.001368925393566,121,121000,228495.08406574075,107495.08406574075,88.83891245102542,12.285230383900362,6.562737865789647,12.285230383900362,0.008479709211239592,0.01601299065351427
2002-12-11,2012-12-11,10.001368925393566,121,121000,195337.27359879322,74337.27359879322,61.43576330478779,9.319332835003015,4.9052270772392825,9.319332835003015,0.00870096423684388,0.01404646803062552
2003-03-11,2013-03-11,10.001368925393566,121,121000,213936.81600262938,92936.81600262938,76.80728595258626,11.051556715755705,5.863592589996092,11.051556715755705,0.008894907521268527,0.01572684457634735
2003-06-11,2013-06-11,10.001368925393566,121,121000,239322.52277596877,118322.52277596877,97.78720890575931,13.162404435161386,7.057171765325032,13.162404435161386,0.009130915442605199,0.018059782801473783
2003-09-11,2013-09-11,10.001368925393566,121,121000,286835.7806978118,165835.7806978118,137.0543642130676,16.548095250362554,9.01334473715798,16.548095250362554,0.009256807087832074,0.021943665188490502
2003-12-11,2013-12-11,10.001368925393566,121,121000,362727.03683203517,241727.03683203517,199.77441060498776,20.915774096654992,11.6022446699938,20.915774096654992,0.009346468102479157,0.028018319666590075
2004-03-11,2014-03-11,9.998631074606434,121,121000,419333.5028661052,298333.5028661052,246.5566139389299,23.61815008821598,13.236075492085252,23.61815008821598,0.009428960473682154,0.03267668614723296
2004-06-11,2014-06-11,9.998631074606434,121,121000,441511.32509030553,320511.32509030553,264.88539263661613,24.566143436936947,13.821248309516875,24.566143436936947,0.009536100869309685,0.03479583909920441
2004-09-11,2014-09-11,9.998631074606434,121,121000,534486.4080195811,413486.4080195811,341.72430414841415,28.099427864887105,16.01762275803229,28.099427864887105,0.009688216131865834,0.04279520529287876
2004-12-11,2014-12-11,9.998631074606434,121,121000,575175.4105279661,454175.4105279661,375.3515789487323,29.464053150061908,16.872077263184913,29.464053150061908,0.009828013709469147,0.046717618347259474
2005-03-11,2015-03-11,9.998631074606434,121,121000,575799.1553588666,454799.15535886656,375.86707054451784,29.50021863715891,16.884746925184935,29.50021863715891,0.009951290881923204,0.04735491640117166
2005-06-11,2015-06-11,9.998631074606434,121,121000,629845.0434161565,508845.04341615655,420.5330937323608,31.159371050789442,17.938240290689045,31.159371050789442,0.010125829051018848,0.05270829122531856
2005-09-11,2015-09-11,9.998631074606434,121,121000,526740.8541350223,405740.85413502227,335.3230199462994,27.830769154482244,15.848365142160814,27.830769154482244,0.010278528288682373,0.04474479975232679
2005-12-11,2015-12-11,9.998631074606434,121,121000,582516.6220025227,461516.6220025227,381.4186958698535,29.702109283028232,17.020416552371408,29.702109283028232,0.010426453744532984,0.050194897642404195
2006-03-11,2016-03-11,10.001368925393566,121,121000,487111.95986508095,366111.95986508095,302.5718676570917,26.386892749452162,14.941289089047483,26.386892749452162,0.010533434580778527,0.04240464432027806
2006-06-11,2016-06-11,10.001368925393566,120,120000,504827.864847374,384827.864847374,320.68988737281165,27.089923332727693,15.448333127103652,27.089923332727693,0.010601159242348501,0.04459800487684832
2006-09-11,2016-09-11,10.001368925393566,120,120000,557078.1952788265,437078.1952788265,364.2318293990221,28.918097412730386,16.590822354813596,28.918097412730386,0.010829813451693671,0.0502754411072989
2006-12-11,2016-12-11,10.001368925393566,120,120000,614766.0951926723,494766.09519267234,412.3050793272269,30.749547307760285,17.745184511857804,30.749547307760285,0.011003250497801263,0.05637021119133425
2007-03-11,2017-03-11,10.001368925393566,120,120000,793400.8322790451,673400.8322790451,561.1673602325376,35.50497875470584,20.786921533748128,35.50497875470584,0.01114926380365757,0.07371529317600457
2007-06-11,2017-06-11,10.001368925393566,120,120000,924469.805441548,804469.805441548,670.3915045346233,38.37763584583283,22.6475879981904,38.37763584583283,0.011310274403646488,0.08713339314524657
2007-09-11,2017-09-11,10.001368925393566,121,121000,1006396.6608425695,885396.6608425695,731.7327775558426,39.912058626979515,23.590699285262783,39.912058626979515,0.011530411586217426,0.09590221254966688
2007-12-11,2017-12-11,10.001368925393566,121,121000,1188055.7273667413,1067055.7273667413,881.8642374931746,43.059383443916914,25.65841158514981,43.059383443916914,0.011661544015649183,0.11450053022918477
2008-03-11,2018-03-11,9.998631074606434,120,120000,1534973.1337717208,1414973.1337717208,1179.1442781431008,48.039805815940475,29.03487582803117,48.039805815940475,0.01175609669029925,0.1503774381469333
2008-06-11,2018-06-11,9.998631074606434,121,121000,1479207.4236360418,1358207.4236360418,1122.4854740793735,47.26080340652332,28.451522538593377,47.26080340652332,0.012082071144042894,0.14770156470385995
