Date,Underlying_Return,Leveraged_Return,Fee_Adjusted_Return,NAV,Growth_1Dollar,Cumulative_Return,Cumulative_Return_Pct,Daily_Return_Pct
1999-03-11,0.004896020375879218,0.014688061127637653,0.014688061127637653,1.0146880611276377,1.0146880611276377,0.014688061127637653,1.4688061127637653,1.4688061127637653
1999-03-12,-0.0243603906640375,-0.0730811719921125,-0.0730811719921125,0.9405334684140256,0.9405334684140256,-0.05946653158597437,-5.946653158597437,-7.30811719921125
1999-03-15,0.028713864199270578,0.08614159259781173,0.08614159259781173,1.0215525192747534,1.0215525192747534,0.021552519274753434,2.1552519274753434,8.614159259781173
1999-03-16,0.008495117640120453,0.02548535292036136,0.02548535292036136,1.0475871457551549,1.0475871457551549,0.04758714575515488,4.758714575515488,2.548535292036136
1999-03-17,-0.007219870025643393,-0.02165961007693018,-0.02165961007693018,1.024896816656494,1.024896816656494,0.024896816656494014,2.4896816656494014,-2.165961007693018
1999-03-18,0.01939364402463184,0.05818093207389552,0.05818093207389552,1.0845262687291373,1.0845262687291373,0.08452626872913727,8.452626872913726,5.818093207389552
1999-03-19,-0.02556487833815957,-0.07669463501447871,-0.07669463501447871,1.0013489223853416,1.0013489223853416,0.0013489223853415666,0.13489223853415666,-7.66946350144787
1999-03-22,-0.012202359117471917,-0.03660707735241575,-0.03660707735241575,0.9646924649268233,0.9646924649268233,-0.03530753507317674,-3.5307535073176743,-3.660707735241575
1999-03-23,-0.03520749757345276,-0.10562249272035829,-0.10562249272035829,0.8627992420727054,0.8627992420727054,-0.13720075792729458,-13.720075792729459,-10.562249272035828
1999-03-24,0.03393144833717199,0.10179434501151596,0.10179434501151596,0.9506273257959289,0.9506273257959289,-0.0493726742040711,-4.93726742040711,10.179434501151597
1999-03-25,0.03653243370996018,0.10959730112988053,0.10959730112988053,1.0548135150834783,1.0548135150834783,0.054813515083478315,5.4813515083478315,10.959730112988053
1999-03-26,-0.010752689100384627,-0.03225806730115388,-0.03225806730115388,1.0207872697237488,1.0207872697237488,0.02078726972374878,2.078726972374878,-3.225806730115388
1999-03-29,0.03623171267166514,0.10869513801499542,0.10869513801499542,1.131741882890322,1.131741882890322,0.13174188289032207,13.174188289032207,10.869513801499542
1999-03-30,-0.006993177205267487,-0.02097953161580246,-0.02097953161580246,1.1079984682772968,1.1079984682772968,0.10799846827729676,10.799846827729676,-2.097953161580246
1999-03-31,-0.014670929509158381,-0.044012788527475144,-0.044012788527475144,1.0592323660042418,1.0592323660042418,0.059232366004241754,5.923236600424175,-4.401278852747515
1999-04-01,0.020845583402863355,0.06253675020859006,0.06253675020859006,1.1254733158899028,1.1254733158899028,0.12547331588990285,12.547331588990286,6.253675020859006
1999-04-05,0.03617275674672937,0.10851827024018812,0.10851827024018812,1.247607733331764,1.247607733331764,0.2476077333317639,24.760773333176388,10.851827024018812
1999-04-06,0.001970795476951892,0.005912386430855676,0.005912386430855676,1.2549840723653451,1.2549840723653451,0.25498407236534515,25.498407236534515,0.5912386430855676
1999-04-07,-0.010396212612760802,-0.031188637838282407,-0.031188637838282407,1.2158428286395295,1.2158428286395295,0.21584282863952953,21.584282863952954,-3.1188637838282407
1999-04-08,0.007949837221448819,0.023849511664346457,0.023849511664346457,1.2448400863631799,1.2448400863631799,0.2448400863631799,24.484008636317988,2.3849511664346457
1999-04-09,0.006197523791440007,0.01859257137432002,0.01859257137432002,1.2679848645185021,1.2679848645185021,0.2679848645185021,26.798486451850213,1.8592571374320022
1999-04-12,-0.006719167011999816,-0.020157501035999448,-0.020157501035999448,1.2424254582983387,1.2424254582983387,0.24242545829833873,24.242545829833873,-2.0157501035999448
1999-04-13,-0.013528994834862251,-0.040586984504586754,-0.040586984504586754,1.19199915547428,1.19199915547428,0.19199915547427993,19.19991554742799,-4.058698450458675
1999-04-14,-0.034285562326811236,-0.10285668698043371,-0.10285668698043371,1.0693940714587207,1.0693940714587207,0.06939407145872067,6.939407145872067,-10.28566869804337
1999-04-15,0.01360948481231583,0.04082845443694749,0.04082845443694749,1.1130557785804147,1.1130557785804147,0.11305577858041471,11.30557785804147,4.082845443694749
1999-04-16,-0.02918853611844896,-0.08756560835534688,-0.08756560835534688,1.0155903721955863,1.0155903721955863,0.015590372195586344,1.5590372195586344,-8.756560835534689
1999-04-19,-0.04690302202949759,-0.14070906608849276,-0.14070906608849276,0.8726875993954806,0.8726875993954806,-0.12731240060451943,-12.731240060451942,-14.070906608849276
1999-04-20,0.02271284291547304,0.06813852874641912,0.06813852874641912,0.932151248473533,0.932151248473533,-0.06784875152646697,-6.784875152646697,6.8138528746419125
1999-04-21,0.04935267290348899,0.14805801871046698,0.14805801871046698,1.0701637154610126,1.0701637154610126,0.07016371546101263,7.016371546101263,14.805801871046697
1999-04-22,0.02704234145426332,0.08112702436278996,0.08112702436278996,1.156982913277392,1.156982913277392,0.1569829132773921,15.698291327739211,8.112702436278996
1999-04-23,0.013165609138683143,0.03949682741604943,0.03949682741604943,1.2026800677264273,1.2026800677264273,0.20268006772642733,20.26800677264273,3.949682741604943
1999-04-26,0.02302276065402209,0.06906828196206627,0.06906828196206627,1.2857471137543133,1.2857471137543133,0.2857471137543133,28.574711375431328,6.906828196206627
1999-04-27,-0.015325070505093796,-0.04597521151528139,-0.04597521151528139,1.2266346182442962,1.2266346182442962,0.2266346182442962,22.66346182442962,-4.597521151528139
1999-04-28,-0.03421238893865841,-0.10263716681597523,-0.10263716681597523,1.1007363163093062,1.1007363163093062,0.10073631630930624,10.073631630930624,-10.263716681597524
1999-04-29,-0.00813047501754538,-0.02439142505263614,-0.02439142505263614,1.073887788947333,1.073887788947333,0.07388778894733306,7.3887788947333055,-2.439142505263614
1999-04-30,0.006440807014494565,0.019322421043483695,0.019322421043483695,1.0946379009588292,1.0946379009588292,0.09463790095882918,9.463790095882917,1.9322421043483695
1999-05-03,-0.005235728868040357,-0.01570718660412107,-0.01570718660412107,1.0774442191845255,1.0774442191845255,0.07744421918452549,7.744421918452549,-1.570718660412107
1999-05-04,-0.015789181874025338,-0.04736754562207601,-0.04736754562207601,1.0264083309770604,1.0264083309770604,0.026408330977060412,2.6408330977060412,-4.736754562207601
1999-05-05,0.030302900190795068,0.0909087005723852,0.0909087005723852,1.1197177786028556,1.1197177786028556,0.1197177786028556,11.97177786028556,9.09087005723852
1999-05-06,-0.0363318078913244,-0.10899542367397319,-0.10899542367397319,0.9976736649287572,0.9976736649287572,-0.002326335071242802,-0.23263350712428021,-10.89954236739732
1999-05-07,0.014362393271504459,0.04308717981451338,0.04308717981451338,1.0406606095257471,1.0406606095257471,0.04066060952574713,4.066060952574713,4.308717981451338
1999-05-10,0.01002908597791885,0.03008725793375655,0.03008725793375655,1.0719712337060485,1.0719712337060485,0.07197123370604852,7.197123370604852,3.008725793375655
