start_date,end_date,years,num_investments,total_invested,final_value,total_return,total_return_pct,cagr,avg_purchase_price,final_price
1985-10-02,1995-10-02,9.998631074606434,121,121000,1107486.501441599,986486.5014415991,815.2781003649579,24.786749413873842,3.737615306578729,34.20957437700369
1985-11-02,1995-11-02,9.998631074606434,121,121000,1289141.561696649,1168141.561696649,965.4062493360736,26.69678420295525,3.858245137738928,41.105984812175734
1985-12-02,1995-12-02,9.998631074606434,120,120000,1069006.582257747,949006.582257747,790.8388185481225,24.449431531433685,3.9405638702406494,35.10407262578597
1986-01-02,1996-01-02,9.998631074606434,121,121000,1016098.6239515215,895098.6239515215,739.7509288855549,23.716521892315722,4.062858343431953,34.1178906782741
1986-02-02,1996-02-02,9.998631074606434,121,121000,1046295.9065479168,925295.9065479168,764.7073607834022,24.079416472410564,4.1472512548612706,35.86158687096743
1986-03-02,1996-03-02,10.001368925393566,120,120000,1031586.2739687946,911586.2739687946,759.6552283073288,23.999416759943482,4.198834014419281,36.09549613290185
1986-04-02,1996-04-02,10.001368925393566,121,121000,1053883.9304952011,932883.9304952011,770.9784549547118,24.161764251691142,4.305454861557947,37.499584231969926
1986-05-02,1996-05-02,10.001368925393566,121,121000,1247413.980467969,1126413.980467969,930.9206450148505,26.272464054346823,4.3703801811308605,45.055151552915454
1986-06-02,1996-06-02,10.001368925393566,120,120000,1433004.8069413307,1313004.8069413307,1094.1706724511089,28.142117981712733,4.396719078727174,52.50432978822249
1986-07-02,1996-07-02,10.001368925393566,121,121000,1331980.6560426208,1210980.6560426208,1000.810459539356,27.103349777121256,4.483621741729734,49.35617709914156
1986-08-02,1996-08-02,10.001368925393566,121,121000,1205202.030086234,1084202.030086234,896.0347356084579,25.838572966393535,4.536216668917474,45.18229370487895
1986-09-02,1996-09-02,10.001368925393566,120,120000,1150924.339078983,1030924.3390789831,859.1036158991525,25.3640787791388,4.587849715820863,44.00223251645689
1986-10-02,1996-10-02,10.001368925393566,121,121000,1599698.0235030935,1478698.0235030935,1222.0644822339616,29.452343447069907,4.700593853871394,62.14488179610627
1986-11-02,1996-11-02,10.001368925393566,120,120000,1598540.1304178329,1478540.1304178329,1232.116775348194,29.550423700143824,4.769124609498319,63.530308960386165
1986-12-02,1996-12-02,10.001368925393566,121,121000,2172010.590162387,2051010.5901623871,1695.0500745143695,33.472099459223095,4.902070440339994,87.99461909206995
1987-01-02,1997-01-02,10.001368925393566,121,121000,1891756.8031534005,1770756.8031534005,1463.4353745069425,31.641144546586087,4.994147618182192,78.08027051775632
1987-02-02,1997-02-02,10.001368925393566,120,120000,2629106.7073609415,2509106.7073609415,2090.9222561341176,36.15837105329487,5.063877078173039,110.94560992896722
